[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271]
[0.7587608950084597, 0.7385880059715619, 0.7096615950646099, 0.7081496231052369, 0.7059811370056099, 0.683719339340631, 0.6660531406574306, 0.6645212743301712, 0.6641631757082144, 0.6640040207651224, 0.6592293724723657, 0.6495607096795329, 0.6484267307100032, 0.6376439833155273, 0.6223850031465918, 0.5937172190221642, 0.590195915906256, 0.5897383454448668, 0.5880672185424018, 0.5844265492191748];[2, 3, 5, 16, 19, 23, 47, 54, 61, 64, 68, 76, 80, 83, 89, 101, 129, 270, 271, 352]
